E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
9.9936	138	proton	EventGenerator	0.44915
	9.9936	138	-1	EventGenerator/
9.996	139	proton	EventGenerator	0.44912
	9.996	139	-1	EventGenerator/
9.9942	140	proton	EventGenerator	0.44914
	9.9942	140	-1	EventGenerator/
9.9976	141	proton	EventGenerator	0.4491
	9.9976	141	-1	EventGenerator/
9.9963	142	proton	EventGenerator	0.44912
	9.9963	142	-1	EventGenerator/
9.9933	143	proton	EventGenerator	0.44915
	9.9933	143	-1	EventGenerator/
9.9915	144	proton	EventGenerator	0.44917
	9.9915	144	-1	EventGenerator/
9.9969	145	proton	EventGenerator	0.44911
	9.9969	145	-1	EventGenerator/
9.9953	146	proton	EventGenerator	0.44913
	9.9953	146	-1	EventGenerator/
9.9907	147	proton	EventGenerator	0.44918
	9.9907	147	-1	EventGenerator/
9.9958	148	proton	EventGenerator	0.44912
	9.9958	148	-1	EventGenerator/
9.9964	149	proton	EventGenerator	0.44911
	9.9964	149	-1	EventGenerator/
9.9902	150	proton	EventGenerator	0.44918
	9.9902	150	-1	EventGenerator/
9.9949	151	proton	EventGenerator	0.44913
	9.9949	151	-1	EventGenerator/
9.9944	152	proton	EventGenerator	0.44914
	9.9944	152	-1	EventGenerator/
9.9956	153	proton	EventGenerator	0.44912
	9.9956	153	-1	EventGenerator/
9.9956	154	proton	EventGenerator	0.44912
	9.9956	154	-1	EventGenerator/
9.9973	155	proton	EventGenerator	0.44911
	9.9973	155	-1	EventGenerator/
9.9954	156	proton	EventGenerator	0.44912
	9.9954	156	-1	EventGenerator/
9.9929	157	proton	EventGenerator	0.44915
	9.9929	157	-1	EventGenerator/
9.9961	158	proton	EventGenerator	0.44912
	9.9961	158	-1	EventGenerator/
9.9964	159	proton	EventGenerator	0.44912
	9.9964	159	-1	EventGenerator/
9.995	160	proton	EventGenerator	0.44913
	9.995	160	-1	EventGenerator/
9.9953	161	proton	EventGenerator	0.44913
	9.9953	161	-1	EventGenerator/
9.996	162	proton	EventGenerator	0.44912
	9.996	162	-1	EventGenerator/
9.9959	163	proton	EventGenerator	0.44912
	9.9959	163	-1	EventGenerator/
9.9888	164	proton	EventGenerator	0.4492
	9.9888	164	-1	EventGenerator/
9.9967	165	proton	EventGenerator	0.44911
	9.9967	165	-1	EventGenerator/
9.9969	166	proton	EventGenerator	0.44911
	9.9969	166	-1	EventGenerator/
9.9933	167	proton	EventGenerator	0.44915
	9.9933	167	-1	EventGenerator/
9.986	168	proton	EventGenerator	0.44923
	9.986	168	-1	EventGenerator/
9.9928	169	proton	EventGenerator	0.44916
	9.9928	169	-1	EventGenerator/
9.997	170	proton	EventGenerator	0.44911
	9.997	170	-1	EventGenerator/
9.9859	171	proton	EventGenerator	0.44923
	9.9859	171	-1	EventGenerator/
9.9976	172	proton	EventGenerator	0.4491
	9.9976	172	-1	EventGenerator/
9.9797	173	proton	EventGenerator	0.44929
	9.9797	173	-1	EventGenerator/
9.9932	174	proton	EventGenerator	0.44915
	9.9932	174	-1	EventGenerator/
9.9968	175	proton	EventGenerator	0.44911
	9.9968	175	-1	EventGenerator/
9.9961	176	proton	EventGenerator	0.44912
	9.9961	176	-1	EventGenerator/
9.9943	177	proton	EventGenerator	0.44914
	9.9943	177	-1	EventGenerator/
9.9974	178	proton	EventGenerator	0.4491
	9.9974	178	-1	EventGenerator/
9.9905	179	proton	EventGenerator	0.44918
	9.9905	179	-1	EventGenerator/
9.9948	180	proton	EventGenerator	0.44913
	9.9948	180	-1	EventGenerator/
9.9976	181	proton	EventGenerator	0.4491
	9.9976	181	-1	EventGenerator/
9.9968	182	proton	EventGenerator	0.44911
	9.9968	182	-1	EventGenerator/
9.9941	183	proton	EventGenerator	0.44914
	9.9941	183	-1	EventGenerator/
9.9963	184	proton	EventGenerator	0.44912
	9.9963	184	-1	EventGenerator/
9.9938	185	proton	EventGenerator	0.44914
	9.9938	185	-1	EventGenerator/
9.9972	186	proton	EventGenerator	0.44911
	9.9972	186	-1	EventGenerator/
9.9941	187	proton	EventGenerator	0.44914
	9.9941	187	-1	EventGenerator/
9.9964	188	proton	EventGenerator	0.44911
	9.9964	188	-1	EventGenerator/
9.9934	189	proton	EventGenerator	0.44915
	9.9934	189	-1	EventGenerator/
9.9926	190	proton	EventGenerator	0.44916
	9.9926	190	-1	EventGenerator/
9.997	191	proton	EventGenerator	0.44911
	9.997	191	-1	EventGenerator/
9.9974	192	proton	EventGenerator	0.4491
	9.9974	192	-1	EventGenerator/
9.9956	193	proton	EventGenerator	0.44912
	9.9956	193	-1	EventGenerator/
9.9967	194	proton	EventGenerator	0.44911
	9.9967	194	-1	EventGenerator/
9.9964	195	proton	EventGenerator	0.44912
	9.9964	195	-1	EventGenerator/
9.9941	196	proton	EventGenerator	0.44914
	9.9941	196	-1	EventGenerator/
9.9968	197	proton	EventGenerator	0.44911
	9.9968	197	-1	EventGenerator/
9.9971	198	proton	EventGenerator	0.44911
	9.9971	198	-1	EventGenerator/
