E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
	4.0619	195	-1	EventGenerator/
4.0569	196	proton	EventGenerator	0.56886
	4.0569	196	-1	EventGenerator/
3.7186	197	proton	EventGenerator	0.58371
	3.7186	197	-1	EventGenerator/
3.7438	198	proton	EventGenerator	0.58213
	3.7438	198	-1	EventGenerator/
3.8391	199	proton	EventGenerator	0.57925
	3.8391	199	-1	EventGenerator/
3.9045	200	proton	EventGenerator	0.57499
	3.9045	200	-1	EventGenerator/
3.8021	201	proton	EventGenerator	0.58006
	3.8021	201	-1	EventGenerator/
4.1	202	proton	EventGenerator	0.56781
	4.1	202	-1	EventGenerator/
3.868	203	proton	EventGenerator	0.57645
	3.868	203	-1	EventGenerator/
3.8157	204	proton	EventGenerator	0.5792
	3.8157	204	-1	EventGenerator/
3.7994	205	proton	EventGenerator	0.57947
	3.7994	205	-1	EventGenerator/
3.8325	206	proton	EventGenerator	0.57828
	3.8325	206	-1	EventGenerator/
3.9476	207	proton	EventGenerator	0.57349
	3.9476	207	-1	EventGenerator/
3.9043	208	proton	EventGenerator	0.5752
	3.9042	208	-1	EventGenerator/
4.0191	209	proton	EventGenerator	0.57005
	4.0191	209	-1	EventGenerator/
3.6419	210	proton	EventGenerator	0.58677
	3.6419	210	-1	EventGenerator/
3.9487	211	proton	EventGenerator	0.57398
	3.9487	211	-1	EventGenerator/
4.0433	212	proton	EventGenerator	0.56902
	4.0433	212	-1	EventGenerator/
4.0753	213	proton	EventGenerator	0.56832
	4.0753	213	-1	EventGenerator/
3.9907	214	proton	EventGenerator	0.57123
	3.9907	214	-1	EventGenerator/
3.7832	215	proton	EventGenerator	0.58052
	3.7832	215	-1	EventGenerator/
3.9242	216	proton	EventGenerator	0.57397
	3.9242	216	-1	EventGenerator/
3.8888	217	proton	EventGenerator	0.57751
	3.8888	217	-1	EventGenerator/
3.7033	218	proton	EventGenerator	0.58377
	3.7032	218	-1	EventGenerator/
3.8683	219	proton	EventGenerator	0.57694
	3.8682	219	-1	EventGenerator/
3.8462	220	proton	EventGenerator	0.57743
	3.8462	220	-1	EventGenerator/
3.8488	221	proton	EventGenerator	0.57734
	3.8488	221	-1	EventGenerator/
3.8432	222	proton	EventGenerator	0.57773
	3.8432	222	-1	EventGenerator/
3.8785	223	proton	EventGenerator	0.57596
	3.8785	223	-1	EventGenerator/
3.8126	224	proton	EventGenerator	0.57887
	3.8126	224	-1	EventGenerator/
4.155	225	proton	EventGenerator	0.56452
	4.155	225	-1	EventGenerator/
3.9372	226	proton	EventGenerator	0.57353
	3.9372	226	-1	EventGenerator/
3.6875	227	proton	EventGenerator	0.58546
	3.6875	227	-1	EventGenerator/
3.8826	228	proton	EventGenerator	0.57616
	3.8826	228	-1	EventGenerator/
3.9574	229	proton	EventGenerator	0.57303
	3.9574	229	-1	EventGenerator/
3.8914	230	proton	EventGenerator	0.57569
	3.8914	230	-1	EventGenerator/
3.8029	231	proton	EventGenerator	0.58007
	3.8029	231	-1	EventGenerator/
4.062	232	proton	EventGenerator	0.56912
	4.062	232	-1	EventGenerator/
3.9001	233	proton	EventGenerator	0.57517
	3.9001	233	-1	EventGenerator/
3.9296	234	proton	EventGenerator	0.5741
	3.9296	234	-1	EventGenerator/
3.908	235	proton	EventGenerator	0.57679
	3.908	235	-1	EventGenerator/
3.9161	236	proton	EventGenerator	0.57437
	3.9161	236	-1	EventGenerator/
3.761	237	proton	EventGenerator	0.58166
	3.761	237	-1	EventGenerator/
3.7462	238	proton	EventGenerator	0.58181
	3.7462	238	-1	EventGenerator/
3.8555	239	proton	EventGenerator	0.57732
